Created date (UTC),Amount,Amount Refunded,Description,Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Shipping Address City,Shipping Address State,Invoice ID
2024-11-08 17:43:23,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7gV0HsrWBJzFX2ymTAqK6R,cus_Qzfql0DcZQa2Ak,Cambuí,MG,in_1QIvH9HsrWBJzFX2rARDfgrC
2024-11-08 17:30:32,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7gHKHsrWBJzFX25MDZJADz,cus_Qzfcb7VxwypsUF,Ipatinga,MG,in_1QIv4IHsrWBJzFX2X8PNiuB2
2024-11-08 17:15:51,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIvmiHsrWBJzFX2IhY3rggI,cus_RBINmZiUtyZJJj,São Paulo,SP,in_1QIvmkHsrWBJzFX2DloK5cIL
2024-11-08 17:11:40,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIvifHsrWBJzFX2KpPIPAuG,cus_RBIJTtz54hIsvM,Campos dos Goytacazes,RJ,in_1QIvihHsrWBJzFX2JC8672Se
2024-11-08 16:40:09,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIvE9HsrWBJzFX2pfeeeLjO,cus_RBHnOOkfrqZmba,Niterói,RJ,in_1QIvECHsrWBJzFX2KBWzpns8
2024-11-08 16:38:51,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaJeGHsrWBJzFX2wRgR8VjL,cus_QRC1lAGV2piCwi,Limeira,SP,in_1QIuGDHsrWBJzFX2lSXieBeq
2024-11-08 16:27:25,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIv1qHsrWBJzFX2pheidSFL,cus_RBHbtJNrGLs92k,São Paulo,SP,in_1QIv1rHsrWBJzFX2aeskG3i6
2024-11-08 16:27:07,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7fHWHsrWBJzFX21nUqTIrN,cus_QzeaptpSkLxzFE,Jundiaí,SP,in_1QIu4ZHsrWBJzFX2RP3BC4zo
2024-11-08 16:16:37,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIurPHsrWBJzFX2cDWMx5FE,cus_RBHQxpkT94zIsR,Rio de Janeiro,RJ,in_1QIurQHsrWBJzFX2ukkpNRHe
2024-11-08 16:11:25,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIum5HsrWBJzFX2EifmfJ6G,cus_RBHKLyoFxcaWvc,Três Corações,MG,in_1QIum9HsrWBJzFX2Ze1k72NH
2024-11-08 16:10:48,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7f1YHsrWBJzFX2thEW1xro,cus_QzeKt89tC2mXG3,Buritizal,SP,in_1QItocHsrWBJzFX2YtDiIkDE
2024-11-08 16:10:02,50.91,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIul2HsrWBJzFX2D3saNski,cus_RBHJ2INa0lDN6c,Santo André,SP,in_1QIul3HsrWBJzFX2xKuG7cuv
2024-11-08 16:06:06,47.92,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIuh7HsrWBJzFX2UqfFER6E,cus_RBHFgvTyKNYPAj,Belo Horizonte,MG,in_1QIuh8HsrWBJzFX2DvFD3fRt
2024-11-08 16:04:16,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIufSHsrWBJzFX2M4BZI0UL,cus_RBHDL2SYossXHO,Sete Lagoas,MG,in_1QIufTHsrWBJzFX2tEnxlh2M
2024-11-08 15:46:01,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7eeIHsrWBJzFX2GsFqenKH,cus_QzdweaGuY54WMd,Niteroi,RJ,in_1QItRAHsrWBJzFX2RZ8KD01Q
2024-11-08 15:27:49,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7eNFHsrWBJzFX2LXx0HhF1,cus_QzdeLNa8KU6SjR,Juiz de Fora,MG,in_1QIt9UHsrWBJzFX2QIuPQGmu
2024-11-08 15:25:08,50.91,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIu3aHsrWBJzFX2AYW9mcJ2,cus_RBGaBjZcwPx6Jp,Tremembé,SP,in_1QIu3bHsrWBJzFX2yYc3lLjR
2024-11-08 15:20:58,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7eGWHsrWBJzFX2w1eijtK0,cus_QzdXfsEMZpW4px,São Paulo,SP,in_1QIt3HHsrWBJzFX2CzG9iUne
2024-11-08 15:05:50,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7e2JHsrWBJzFX2dJGxflBL,cus_QzdI1GfKaqHO6f,Belo Horizonte,MG,in_1QIsoQHsrWBJzFX2OvcO4kc0
2024-11-08 15:05:50,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7e27HsrWBJzFX2C41lEir9,cus_QzdIsjnqB8D3Mp,São Mateus,ES,in_1QIsoMHsrWBJzFX2MEYbJ9od
2024-11-08 15:01:04,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QItgHHsrWBJzFX22wNz4yfW,cus_RBGCug4d3CSoH2,Iúna,ES,in_1QItgJHsrWBJzFX2FZKX1pFl
2024-11-08 14:52:48,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QItYGHsrWBJzFX2W90YlAoN,cus_RBG4vzUfsu5aAE,Ibitirama,ES,in_1QItYIHsrWBJzFX2FdFqFRXR
2024-11-08 14:51:41,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6frbHsrWBJzFX2a1oTxzYb,cus_Qyd7xFVu1TjIio,Salto,SP,in_1QHue9HsrWBJzFX2q2TEpO3d
2024-11-08 14:04:09,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIsnEHsrWBJzFX2MZPnwbws,cus_RBFGto3AzErH4Z,São Paulo,SP,in_1QIsmEHsrWBJzFX2SmbcGHIL
2024-11-08 13:24:11,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIHBeHsrWBJzFX2Ljp10j1l,cus_QzbeYxOvVRolXn,Duque de caxias,RJ,in_1QIrDPHsrWBJzFX2857Dcsf5
2024-11-08 13:11:18,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIry4HsrWBJzFX2DrnoFjU5,cus_RBEQzKC5JyppTh,Rio de Janeiro,RJ,in_1QIry5HsrWBJzFX2s0Fb0hcD
2024-11-08 12:43:01,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bnaHsrWBJzFX2QTCfXWHy,cus_QzaznTofWb7k2w,São Paulo,SP,in_1QIqaMHsrWBJzFX2CkbgHgbD
2024-11-08 12:31:57,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bbyHsrWBJzFX28zFA5tm8,cus_QzanGteKB2YHqv,São Paulo,SP,in_1QIqOwHsrWBJzFX2EaQJk3JL
2024-11-08 12:28:27,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIrIaHsrWBJzFX2S7TLZvAC,cus_RBDk8qrd1jl9Io,Oriente,SP,in_1QIrIcHsrWBJzFX2dmWvlRvk
2024-11-08 12:18:14,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bQ8HsrWBJzFX2tqMK43FJ,cus_Qzab3O6FB35MMv,Rio de Janeiro,RJ,in_1QIqCVHsrWBJzFX2ynK9OrWv
2024-11-08 11:26:58,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIqL5HsrWBJzFX21gZjwmiV,cus_RBCkPjRu9LuZv3,São Paulo,SP,in_1QIqL7HsrWBJzFX2neaJVCHQ
2024-11-08 10:44:07,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIpfcHsrWBJzFX2sQIA3brr,cus_RBC31n0MTcdf8u,Ferraz de Vasconcelos,SP,in_1QIpfeHsrWBJzFX2RtlOfV7I
2024-11-08 10:42:32,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIpe6HsrWBJzFX2OveiqB27,cus_RBC2Rrwb5P2W8Y,São Paulo,SP,in_1QIpe7HsrWBJzFX2UhQ0Qu8M
2024-11-08 10:21:49,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6berHsrWBJzFX2bADKgUZW,cus_QyYmvrhrWIvcs6,Rio de Janeiro,RJ,in_1QHqRAHsrWBJzFX2HCDIq6er
2024-11-08 10:09:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIp8NHsrWBJzFX2CPs52GF1,cus_QzJZ8w8MdlYHar,Itapevi,SP,in_1QIZjXHsrWBJzFX2koHMUEmE
2024-11-08 10:00:24,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6bJAHsrWBJzFX24mXEt7Wt,cus_QyYQkLDbZPjAqD,Rio de Janeiro,RJ,in_1QHq6AHsrWBJzFX2ApgHEJNr
2024-11-08 09:44:47,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIokDHsrWBJzFX2Xe4u7pGy,cus_RBB6zG6EBYYXEs,Rio de Janeiro,RJ,in_1QIokEHsrWBJzFX2Z5txouNB
2024-11-08 09:14:11,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6abxHsrWBJzFX2ffKlqBLL,cus_QyXhRublnNyeZg,São Paulo,SP,in_1QHpO6HsrWBJzFX2powJGBqU
2024-11-08 09:12:22,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIoEqHsrWBJzFX2CbFp7ANh,cus_RBAawEbHRAVVWy,Cabo Frio,RJ,in_1QIoErHsrWBJzFX25eZqsS7f
2024-11-08 04:16:55,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIjcvHsrWBJzFX2AxyKXXxU,cus_RB5on0sqhvIbvV,Montes claros,MG,in_1QIjcwHsrWBJzFX2WI49Lalr
2024-11-08 04:11:30,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7TodHsrWBJzFX2Tpx99Duj,cus_QzSkJ3MfKLLIGy,São Paulo,SP,in_1QIibFHsrWBJzFX2oF1diMW6
2024-11-08 03:53:51,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIjGaHsrWBJzFX2ITrKEIXe,cus_RB5RcuSZjq3lG4,Campinas,SP,in_1QIjGcHsrWBJzFX2vTXdIQpF
2024-11-08 03:44:15,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIj7JHsrWBJzFX2qvJvBJCV,cus_RB5HJrEoN0PrJN,São Paulo,SP,in_1QIj7KHsrWBJzFX2hBCVLaXV
2024-11-08 03:38:29,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIj1hHsrWBJzFX21jJat3Z4,cus_RB5C62bg4RhfRa,Santo André,SP,in_1QIj1kHsrWBJzFX2KC18khMY
2024-11-08 03:33:36,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIix0HsrWBJzFX2VcNwU1M9,cus_RB57zbqhoWHsfi,Rio de Janeiro,RJ,in_1QIix1HsrWBJzFX26le0u4lR
2024-11-08 03:20:39,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7T18HsrWBJzFX23Pt50MKa,cus_QzRureieRO05cQ,Rio de Janeiro,RJ,in_1QIhnUHsrWBJzFX2RQYj9Hnl
2024-11-08 02:15:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7S0iHsrWBJzFX2KiqHahUB,cus_QzQsTaNwIqqUIA,Rio de Janeiro,RJ,in_1QIgnUHsrWBJzFX2dzxe2MwF
2024-11-08 02:04:33,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QEBF8HsrWBJzFX2vGjRvg5p,cus_QzQhjiNUka91sW,Sorocaba,SP,in_1QIgcOHsrWBJzFX24DH8HcR0
2024-11-08 01:56:27,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RhiHsrWBJzFX2BnGNWNvd,cus_QzQYouN4eWbAiy,Curvelo,MG,in_1QIgU7HsrWBJzFX25dUh7lK7
2024-11-08 01:40:14,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RSIHsrWBJzFX2ULyfAQs2,cus_QzQI0X9nrB4YHw,São José dos Campos,SP,in_1QIgEmHsrWBJzFX2C5ux9pDR
2024-11-08 01:37:34,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIFTMHsrWBJzFX25TofREqi,cus_QzQFXEEVWUd7fS,Sabará,MG,in_1QIgC2HsrWBJzFX2no51OMxY
2024-11-08 01:18:58,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7R7RHsrWBJzFX25mkMkvyf,cus_QzPx5srYwxibyd,Barretos,SP,in_1QIftoHsrWBJzFX2IeBig2je
2024-11-08 01:13:22,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIglIHsrWBJzFX2JfytyPbC,cus_RB2r3ZwaJ2K4qa,Lagoa Santa,MG,in_1QIglJHsrWBJzFX2Fsunwm5R
2024-11-08 01:03:07,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIgbLHsrWBJzFX2gNI4buLX,cus_RB2ggtTCBpG5Zd,Rio de Janeiro,RJ,in_1QIgbOHsrWBJzFX20hqJPLt4
2024-11-08 00:48:25,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QdYHsrWBJzFX2NEZzDK8Y,cus_QzPSxjKea2FQmy,Mariana,MG,in_1QIfQUHsrWBJzFX2zNVIiDvf
2024-11-08 00:45:16,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QbMHsrWBJzFX2R6Zafq9o,cus_QzPQlbKMtJpTaQ,Serra,ES,in_1QIfNsHsrWBJzFX2Nojzfrk7
2024-11-08 00:43:17,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIgI8HsrWBJzFX2FtRKUyLY,cus_RB2MauaaKQWD4f,ViÇosa,MG,in_1QIgICHsrWBJzFX2kJC0tcsF
2024-11-08 00:34:54,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIgA5HsrWBJzFX29nHRCQSN,cus_RB296jwq09DrBV,Conselheiro Lafaiete,MG,in_1QIg5SHsrWBJzFX2SNsou1HF
2024-11-08 00:33:55,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QQ1HsrWBJzFX2B4toK18q,cus_QzPEZyza183LrI,Pedrinhas Paulista,SP,in_1QIfCpHsrWBJzFX2Fnu9QUV7
2024-11-08 00:21:47,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QEWHsrWBJzFX2DyDbpd41,cus_QzP20PrBuDyAID,Itapetininga,SP,in_1QIf0gHsrWBJzFX2d3cSmuOA
2024-11-08 00:18:58,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIfueHsrWBJzFX2nyPRigK7,cus_Qx0iWxh6DmXF9r,Santos,SP,in_1QGLj8HsrWBJzFX2i7hrcmim
2024-11-08 00:12:56,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIfooHsrWBJzFX22BWAKpoB,cus_RB1s9kvPfx0Hrl,Campina Grande,PB,in_1QIfopHsrWBJzFX2j1Gr7lPP
2024-11-08 00:12:53,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7Q5kHsrWBJzFX2oTZzLuBz,cus_QzOtOPQAumz2FJ,São Paulo,SP,in_1QIerzHsrWBJzFX2Zdikid9H
2024-11-07 23:49:37,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PZJwAHsrWBJzFX2aUZ2fxJD,cus_QFgy0OEunHxxgn,Manaus ,AM,in_1QIeVdHsrWBJzFX2oyLfYR4G
2024-11-07 23:37:13,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIfGFHsrWBJzFX2jze83zVJ,cus_QyZK8E4nWX9tNS,Barretos,SP,in_1QHqz5HsrWBJzFX29qb6Lnjl
2024-11-07 23:29:59,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIf9FHsrWBJzFX2LWDWKVnU,cus_RB1BLTPqP2wx2K,Itaguaí,RJ,in_1QIf9GHsrWBJzFX2OadBGEGj
2024-11-07 23:15:20,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIeuvHsrWBJzFX2o8rReF7e,cus_QuyueWSndOvKft,Poços de Caldas,MG,in_1QE1FbHsrWBJzFX2vUGwtE08
2024-11-07 22:59:19,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIefYHsrWBJzFX2Z6u8DihR,cus_RArtnJeJXUZrz4,Sao paulo,SP,in_1QIW9XHsrWBJzFX2g3mUVl82
2024-11-07 22:42:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7OhIHsrWBJzFX2yaBU3Yc2,cus_QzNRIzAjIfI5uK,São Paulo,SP,in_1QIdTGHsrWBJzFX2XMrTLzvR
2024-11-07 22:42:51,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIePdHsrWBJzFX2WiXAh2vD,cus_RB0QtOkmMf7PIG,Rio de Janeiro,RJ,in_1QIePeHsrWBJzFX234FPWJnK
2024-11-07 22:30:04,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPAKlHsrWBJzFX2R9P6GXly,cus_QFfgf0QQpUryqE,Jaboticabal,SP,in_1QIdGQHsrWBJzFX2Joncepri
2024-11-07 22:18:07,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIe1hHsrWBJzFX2HkeBEZIw,cus_RB01Tc1QTQi8sj,São Paulo,SP,in_1QIe1iHsrWBJzFX2TgpZGQ36
2024-11-07 22:05:32,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP9xyHsrWBJzFX2BLqiWzQv,cus_QFfIZ7o7fijo1h,Osasco,SP,in_1QIctIHsrWBJzFX23plaX2TP
2024-11-07 21:52:34,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7NuQHsrWBJzFX2MkIhh6Tk,cus_QzMdgWuCQGFXxn,São Paulo,SP,in_1QIcggHsrWBJzFX2f8d2AAsU
2024-11-07 21:36:15,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7NdaHsrWBJzFX28828mRA8,cus_QzMMKDKNJX8FRG,Rio de Janeiro,RJ,in_1QIcQbHsrWBJzFX2vx8lXT12
2024-11-07 21:34:23,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIdLNHsrWBJzFX2iTgQ0eN6,cus_RAzKUzGevuEdyz,Santana de Parnaíba,SP,in_1QIdLOHsrWBJzFX26cS6fdei
2024-11-07 21:29:03,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIdGEHsrWBJzFX2L8uSl8GL,cus_RAzComGgscFKbR,Belo Horizonte,MG,in_1QIdEDHsrWBJzFX2zNkBgS8y
2024-11-07 20:48:24,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIccrHsrWBJzFX2JDrUVYLz,cus_RAyaFDrCEBg8Uf,Rio de Janeiro,RJ,in_1QIcctHsrWBJzFX2GeV8iDRC
2024-11-07 20:30:14,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIcLIHsrWBJzFX2ZQw0202s,cus_RAyH314txtOqWI,Rio de Janeiro,RJ,in_1QIcLJHsrWBJzFX2CFehaTEW
2024-11-07 20:14:25,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIc5yHsrWBJzFX2QIRAgyAA,cus_RAy2BTKDScNdp8,São Paulo,SP,in_1QIc60HsrWBJzFX2CccsLDnD
2024-11-07 20:12:35,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7MKcHsrWBJzFX21TFaEsGP,cus_QzL0Khbk7Wk0YV,Barueri,SP,in_1QIb7VHsrWBJzFX2DS272xDw
2024-11-07 19:52:19,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbkbHsrWBJzFX2kzELKY34,cus_RAxfKWPBo0jIdo,VITORIA,ES,in_1QIbkcHsrWBJzFX2Hp7Ge6Iq
2024-11-07 19:43:03,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbbdHsrWBJzFX2K42RmKtS,cus_RAxWflf1qt75mW,Vila Velha,ES,in_1QIbbeHsrWBJzFX2OY2eedAS
2024-11-07 19:36:57,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbVhHsrWBJzFX2RdG5pq12,cus_QwvdmqpQ6WnSFu,Itu,SP,in_1QGGYiHsrWBJzFX2bOuyhx0y
2024-11-07 19:36:07,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbUvHsrWBJzFX2HLOXNgqF,cus_RAxP2Sp3NKCdP3,Vila Velha,ES,in_1QIbUwHsrWBJzFX2ETddEWcl
2024-11-07 19:30:17,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbPFHsrWBJzFX2xP98Eb3g,cus_RAxJh4aZ5AweCC,São Pedro da Aldeia,RJ,in_1QIbPIHsrWBJzFX27amVzmiL
2024-11-07 19:30:11,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbPAHsrWBJzFX25evtgUjj,cus_RAxJMq5sfmIWof,Ribeirão Preto,SP,in_1QIbPBHsrWBJzFX2vEnbZbx9
2024-11-07 19:28:33,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbNbHsrWBJzFX2vXwqQgR9,cus_RAxIHKB2icRzsT,Rio de Janeiro,RJ,in_1QIbNdHsrWBJzFX2xgq3dKhu
2024-11-07 19:26:28,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIbLZHsrWBJzFX2IfXSySP3,cus_RAxGvlGUnBhrJg,Iguaba Grande,RJ,in_1QIbLbHsrWBJzFX2SWOh6NY4
2024-11-07 19:11:05,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7LNDHsrWBJzFX2vrS8Np9y,cus_QzK1emlQOF3FrT,Campinas,SP,in_1QIa9iHsrWBJzFX2oZnNQcLo
2024-11-07 19:08:28,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6OKoHsrWBJzFX2WgwE8hrk,cus_QyL0PwBkXmu78y,Vila Velha,ES,in_1QHd7XHsrWBJzFX202XXhfOR
2024-11-07 18:54:05,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIaqEHsrWBJzFX2Ere1Irn4,cus_QuwHSih9q2ViG2,UBATUBA,SP,in_1QDyhuHsrWBJzFX2IFIpxzCl
2024-11-07 17:58:16,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP65UHsrWBJzFX2gZcN2zYX,cus_QFbI1ZbFyiEc7u,Jundiaí,SP,in_1QIZ1HHsrWBJzFX2LRgpmwFw
2024-11-07 17:53:57,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIZu0HsrWBJzFX2uR31C63L,cus_RAvlGIJMJxvB1l,Guarda-Mor,MG,in_1QIZu4HsrWBJzFX22yoE1nBk
2024-11-07 17:19:05,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIZMIHsrWBJzFX26qpV0x0S,cus_RAvC0oHqWIi99N,Rio de janeiro,RJ,in_1QIZMKHsrWBJzFX2vG9rFLoH
2024-11-07 17:17:32,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIZKpHsrWBJzFX29Kf5gqwg,cus_Qz2sSjz2t7U7Dk,Taboão da Serra,SP,in_1QIJZLHsrWBJzFX23XsEKmSD
2024-11-07 16:59:27,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7JKaHsrWBJzFX23bCG8pOL,cus_QzHuZ4AsLEF44X,Teófilo Otoni,MG,in_1QIY6pHsrWBJzFX2KaaTRgUS
2024-11-07 16:51:05,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIYvDHsrWBJzFX2wBuEC85r,cus_RAuke2fhNyHZGj,Indaiatuba,SP,in_1QIYvEHsrWBJzFX24LYLkfgA
2024-11-07 16:19:04,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIYQDHsrWBJzFX27nf1hsTl,cus_RAuENvjwZr4bmg,Rio de Janeiro,RJ,in_1QIYQEHsrWBJzFX2Uy7xT3ed
2024-11-07 16:15:20,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIYMbHsrWBJzFX2hUVgrl0L,cus_RAuAGt8ip3AfMU,Belo Horizonte,MG,in_1QIYMdHsrWBJzFX2iT2Yyn99
2024-11-07 16:12:58,50.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIYKKHsrWBJzFX20g02Q9uA,cus_RAu8OhYkhWQViQ,Belo Horizonte,MG,in_1QIYKLHsrWBJzFX2wGzXXFoe
2024-11-07 16:08:35,59.9,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1QIYG3HsrWBJzFX2gXTO3E3Y,cus_RAu4LhAzAk1z6v,Sumaré,SP,in_1QIYG5HsrWBJzFX2LUGoKcUx
